pde,model,n,grid_size,adaptive,epoch,phase,total,ic,bc,l2,w_pde,w_ic,w_bc
49043.37890625,KINN,8,10.0,False,2000,adam,49044.0546875,0.0,0.6766649484634399,0.8086646795272827,1.0,1.0,1.0
44023.0703125,KINN,8,10.0,False,2100,adam,44023.66015625,0.0,0.5909258127212524,0.793875515460968,1.0,1.0,1.0
39540.50390625,KINN,8,10.0,False,2200,adam,39541.0546875,0.0,0.5499907732009888,0.7138689160346985,1.0,1.0,1.0
36467.375,KINN,8,10.0,False,2300,adam,36467.91796875,0.0,0.5428475737571716,0.6789907217025757,1.0,1.0,1.0
34502.21484375,KINN,8,10.0,False,2400,adam,34502.75,0.0,0.5357663631439209,0.731055736541748,1.0,1.0,1.0
32691.77734375,KINN,8,10.0,False,2500,adam,32692.29296875,0.0,0.5151285529136658,0.7672032117843628,1.0,1.0,1.0
31000.603515625,KINN,8,10.0,False,2600,adam,31001.078125,0.0,0.4744476079940796,0.7769765853881836,1.0,1.0,1.0
29670.443359375,KINN,8,10.0,False,2700,adam,29670.87890625,0.0,0.43459731340408325,0.8160316944122314,1.0,1.0,1.0
28577.83203125,KINN,8,10.0,False,2800,adam,28578.212890625,0.0,0.38069483637809753,0.849604070186615,1.0,1.0,1.0
27447.880859375,KINN,8,10.0,False,2900,adam,27448.21875,0.0,0.3374195098876953,0.8942819833755493,1.0,1.0,1.0
26510.9375,KINN,8,10.0,False,3000,adam,26511.298828125,0.0,0.3605479896068573,0.9924211502075195,1.0,1.0,1.0
25841.509765625,KINN,8,10.0,False,3100,adam,25841.896484375,0.0,0.38609424233436584,1.0849604606628418,1.0,1.0,1.0
25341.06640625,KINN,8,10.0,False,3200,adam,25341.484375,0.0,0.4179922640323639,1.1791882514953613,1.0,1.0,1.0
24920.548828125,KINN,8,10.0,False,3300,adam,24921.00390625,0.0,0.4548285901546478,1.2738919258117676,1.0,1.0,1.0
24546.9296875,KINN,8,10.0,False,3400,adam,24547.443359375,0.0,0.5140217542648315,1.3893651962280273,1.0,1.0,1.0
24206.78515625,KINN,8,10.0,False,3500,adam,24207.37890625,0.0,0.5939092636108398,1.5294852256774902,1.0,1.0,1.0
23887.216796875,KINN,8,10.0,False,3600,adam,23887.912109375,0.0,0.6950923800468445,1.6843675374984741,1.0,1.0,1.0
23584.892578125,KINN,8,10.0,False,3700,adam,23585.71484375,0.0,0.8220996260643005,1.8499144315719604,1.0,1.0,1.0
23300.404296875,KINN,8,10.0,False,3800,adam,23301.359375,0.0,0.954587459564209,2.0110037326812744,1.0,1.0,1.0
23030.451171875,KINN,8,10.0,False,3900,adam,23031.54296875,0.0,1.0915205478668213,2.165476083755493,1.0,1.0,1.0
22780.103515625,KINN,8,10.0,False,4000,adam,22781.365234375,0.0,1.261228084564209,2.338655710220337,1.0,1.0,1.0
22544.1640625,KINN,8,10.0,False,4100,adam,22545.595703125,0.0,1.4323011636734009,2.5006442070007324,1.0,1.0,1.0
22317.21484375,KINN,8,10.0,False,4200,adam,22318.828125,0.0,1.6136211156845093,2.658252716064453,1.0,1.0,1.0
22109.025390625,KINN,8,10.0,False,4300,adam,22110.767578125,0.0,1.7415324449539185,2.769028902053833,1.0,1.0,1.0
21921.25390625,KINN,8,10.0,False,4400,adam,21923.123046875,0.0,1.8696162700653076,2.8696980476379395,1.0,1.0,1.0
21753.361328125,KINN,8,10.0,False,4500,adam,21755.337890625,0.0,1.975757122039795,2.9494030475616455,1.0,1.0,1.0
21599.908203125,KINN,8,10.0,False,4600,adam,21601.982421875,0.0,2.0741443634033203,3.021824836730957,1.0,1.0,1.0
21457.080078125,KINN,8,10.0,False,4700,adam,21459.23828125,0.0,2.1575207710266113,3.0823616981506348,1.0,1.0,1.0
21323.033203125,KINN,8,10.0,False,4800,adam,21325.2734375,0.0,2.2404682636260986,3.141207695007324,1.0,1.0,1.0
21199.380859375,KINN,8,10.0,False,4900,adam,21201.703125,0.0,2.3218231201171875,3.195857524871826,1.0,1.0,1.0
21085.7265625,KINN,8,10.0,False,5000,adam,21088.09765625,0.0,2.371633529663086,3.2319231033325195,1.0,1.0,1.0
20981.30078125,KINN,8,10.0,False,5100,adam,20983.728515625,0.0,2.4284110069274902,3.269564628601074,1.0,1.0,1.0
20876.107421875,KINN,8,10.0,False,5200,adam,20878.57421875,0.0,2.467467784881592,3.294149160385132,1.0,1.0,1.0
20769.7734375,KINN,8,10.0,False,5300,adam,20772.251953125,0.0,2.4787168502807617,3.300708055496216,1.0,1.0,1.0
20677.3515625,KINN,8,10.0,False,5400,adam,20679.822265625,0.0,2.470722198486328,3.2969791889190674,1.0,1.0,1.0
20590.37890625,KINN,8,10.0,False,5500,adam,20592.859375,0.0,2.480018377304077,3.3046364784240723,1.0,1.0,1.0
20511.275390625,KINN,8,10.0,False,5600,adam,20513.765625,0.0,2.491039276123047,3.309577703475952,1.0,1.0,1.0
20438.853515625,KINN,8,10.0,False,5700,adam,20441.349609375,0.0,2.4961113929748535,3.315335512161255,1.0,1.0,1.0
20372.234375,KINN,8,10.0,False,5800,adam,20374.728515625,0.0,2.4938251972198486,3.315075397491455,1.0,1.0,1.0
20311.283203125,KINN,8,10.0,False,5900,adam,20313.78125,0.0,2.4988057613372803,3.3196046352386475,1.0,1.0,1.0
20254.0625,KINN,8,10.0,False,6000,adam,20256.560546875,0.0,2.498939275741577,3.3188233375549316,1.0,1.0,1.0
20200.509765625,KINN,8,10.0,False,6100,adam,20203.01171875,0.0,2.5023229122161865,3.3193485736846924,1.0,1.0,1.0
20148.193359375,KINN,8,10.0,False,6200,adam,20150.69921875,0.0,2.505009889602661,3.3197317123413086,1.0,1.0,1.0
20097.943359375,KINN,8,10.0,False,6300,adam,20100.44140625,0.0,2.498587131500244,3.3163740634918213,1.0,1.0,1.0
20049.8359375,KINN,8,10.0,False,6400,adam,20052.330078125,0.0,2.4933035373687744,3.312103748321533,1.0,1.0,1.0
20005.478515625,KINN,8,10.0,False,6500,adam,20007.96875,0.0,2.4911386966705322,3.312506675720215,1.0,1.0,1.0
19963.10546875,KINN,8,10.0,False,6600,adam,19965.59765625,0.0,2.492410182952881,3.3135669231414795,1.0,1.0,1.0
19921.4375,KINN,8,10.0,False,6700,adam,19923.921875,0.0,2.4842729568481445,3.3097386360168457,1.0,1.0,1.0
19882.45703125,KINN,8,10.0,False,6800,adam,19884.939453125,0.0,2.4817581176757812,3.309880495071411,1.0,1.0,1.0
19846.328125,KINN,8,10.0,False,6900,adam,19848.80859375,0.0,2.480886936187744,3.3081743717193604,1.0,1.0,1.0
19812.041015625,KINN,8,10.0,False,7000,adam,19814.525390625,0.0,2.4839048385620117,3.307767868041992,1.0,1.0,1.0
19777.716796875,KINN,8,10.0,False,7100,adam,19780.1953125,0.0,2.4787404537200928,3.3046984672546387,1.0,1.0,1.0
19744.68359375,KINN,8,10.0,False,7200,adam,19747.16015625,0.0,2.477280378341675,3.3035192489624023,1.0,1.0,1.0
19712.0,KINN,8,10.0,False,7300,adam,19714.478515625,0.0,2.4775924682617188,3.300122022628784,1.0,1.0,1.0
30550.7421875,KINN,8,10.0,False,10000,lbfgs,30551.294921875,0.0,0.5526517629623413,0.9699467420578003,1.0,1.0,1.0
18939.998046875,KINN,8,10.0,False,10010,lbfgs,18941.08203125,0.0,1.0848973989486694,1.7163383960723877,1.0,1.0,1.0
16515.92578125,KINN,8,10.0,False,10020,lbfgs,16516.447265625,0.0,0.5221627950668335,0.8377408385276794,1.0,1.0,1.0
15790.5107421875,KINN,8,10.0,False,10030,lbfgs,15790.9912109375,0.0,0.48038914799690247,0.9266171455383301,1.0,1.0,1.0
15469.4111328125,KINN,8,10.0,False,10040,lbfgs,15469.826171875,0.0,0.4146225154399872,0.9378740787506104,1.0,1.0,1.0
15230.98046875,KINN,8,10.0,False,10050,lbfgs,15231.4619140625,0.0,0.4812709093093872,0.9355504512786865,1.0,1.0,1.0
14986.521484375,KINN,8,10.0,False,10060,lbfgs,14988.349609375,0.0,1.8280260562896729,2.1311004161834717,1.0,1.0,1.0
14860.984375,KINN,8,10.0,False,10070,lbfgs,14861.662109375,0.0,0.6775550842285156,0.8311264514923096,1.0,1.0,1.0
14773.314453125,KINN,8,10.0,False,10080,lbfgs,14775.0009765625,0.0,1.6869701147079468,2.4499008655548096,1.0,1.0,1.0
14619.765625,KINN,8,10.0,False,10090,lbfgs,14620.5546875,0.0,0.7887582182884216,1.0593984127044678,1.0,1.0,1.0
14542.3994140625,KINN,8,10.0,False,10100,lbfgs,14543.310546875,0.0,0.9107401371002197,0.8801891803741455,1.0,1.0,1.0
14465.2666015625,KINN,8,10.0,False,10110,lbfgs,14466.1337890625,0.0,0.8671926259994507,1.1480220556259155,1.0,1.0,1.0
14380.6513671875,KINN,8,10.0,False,10120,lbfgs,14382.25,0.0,1.5982524156570435,2.221987247467041,1.0,1.0,1.0
14274.3662109375,KINN,8,10.0,False,10130,lbfgs,14276.7880859375,0.0,2.421931266784668,2.918588399887085,1.0,1.0,1.0
14200.6513671875,KINN,8,10.0,False,10140,lbfgs,14203.9482421875,0.0,3.2966699600219727,3.5602715015411377,1.0,1.0,1.0
14136.1201171875,KINN,8,10.0,False,10150,lbfgs,14138.4599609375,0.0,2.340130090713501,2.932190418243408,1.0,1.0,1.0
14095.8408203125,KINN,8,10.0,False,10160,lbfgs,14097.439453125,0.0,1.5989036560058594,2.2651703357696533,1.0,1.0,1.0
14070.6123046875,KINN,8,10.0,False,10170,lbfgs,14071.544921875,0.0,0.932645320892334,1.3490500450134277,1.0,1.0,1.0
14054.3173828125,KINN,8,10.0,False,10180,lbfgs,14055.091796875,0.0,0.7742360830307007,0.8695251941680908,1.0,1.0,1.0
14036.755859375,KINN,8,10.0,False,10190,lbfgs,14037.5556640625,0.0,0.799371600151062,0.9478217363357544,1.0,1.0,1.0
299813.71875,KINN,8,30.0,False,100,adam,299813.75,0.0,0.02218157984316349,0.8571853041648865,1.0,1.0,1.0
111304.6015625,KINN,8,30.0,False,200,adam,111304.671875,0.0,0.07301492989063263,0.5343438386917114,1.0,1.0,1.0
41753.6484375,KINN,8,30.0,False,300,adam,41753.82421875,0.0,0.1760668009519577,0.5134406089782715,1.0,1.0,1.0
25657.12109375,KINN,8,30.0,False,400,adam,25657.33984375,0.0,0.21850968897342682,0.7996335029602051,1.0,1.0,1.0
20348.23046875,KINN,8,30.0,False,500,adam,20348.474609375,0.0,0.2437586486339569,1.0405210256576538,1.0,1.0,1.0
18360.5234375,KINN,8,30.0,False,600,adam,18360.79296875,0.0,0.2703306972980499,1.221038818359375,1.0,1.0,1.0
16844.5,KINN,8,30.0,False,700,adam,16844.8046875,0.0,0.3046530783176422,1.3955320119857788,1.0,1.0,1.0
15529.09765625,KINN,8,30.0,False,800,adam,15529.4345703125,0.0,0.33642733097076416,1.5404682159423828,1.0,1.0,1.0
14679.00390625,KINN,8,30.0,False,900,adam,14679.3798828125,0.0,0.37606948614120483,1.6294639110565186,1.0,1.0,1.0
13988.8583984375,KINN,8,30.0,False,1000,adam,13989.3291015625,0.0,0.4709170162677765,1.7739932537078857,1.0,1.0,1.0
13496.578125,KINN,8,30.0,False,1100,adam,13497.1474609375,0.0,0.5696484446525574,1.9050542116165161,1.0,1.0,1.0
13100.7578125,KINN,8,30.0,False,1200,adam,13101.3955078125,0.0,0.6373081207275391,2.00656795501709,1.0,1.0,1.0
12726.861328125,KINN,8,30.0,False,1300,adam,12727.55859375,0.0,0.6975417733192444,2.1043124198913574,1.0,1.0,1.0
12378.380859375,KINN,8,30.0,False,1400,adam,12379.1318359375,0.0,0.750983715057373,2.1726975440979004,1.0,1.0,1.0
12079.169921875,KINN,8,30.0,False,1500,adam,12079.9619140625,0.0,0.7922590970993042,2.240182399749756,1.0,1.0,1.0
11797.7958984375,KINN,8,30.0,False,1600,adam,11798.646484375,0.0,0.8505369424819946,2.319702386856079,1.0,1.0,1.0
11482.80078125,KINN,8,30.0,False,1700,adam,11483.7529296875,0.0,0.9520074725151062,2.4263432025909424,1.0,1.0,1.0
11230.3212890625,KINN,8,30.0,False,1800,adam,11231.3818359375,0.0,1.0603516101837158,2.519928455352783,1.0,1.0,1.0
10867.6171875,KINN,8,30.0,False,1900,adam,10868.787109375,0.0,1.169838309288025,2.603506088256836,1.0,1.0,1.0
10646.8251953125,KINN,8,30.0,False,2000,adam,10648.083984375,0.0,1.2586432695388794,2.6763384342193604,1.0,1.0,1.0
10399.1416015625,KINN,8,30.0,False,2100,adam,10400.4912109375,0.0,1.3492470979690552,2.74800968170166,1.0,1.0,1.0
10158.310546875,KINN,8,30.0,False,2200,adam,10159.7412109375,0.0,1.4306559562683105,2.8181982040405273,1.0,1.0,1.0
10002.8193359375,KINN,8,30.0,False,2300,adam,10004.302734375,0.0,1.4832297563552856,2.8667194843292236,1.0,1.0,1.0
9854.802734375,KINN,8,30.0,False,2400,adam,9856.33984375,0.0,1.536663293838501,2.9139022827148438,1.0,1.0,1.0
9685.4052734375,KINN,8,30.0,False,2500,adam,9687.0126953125,0.0,1.6076289415359497,2.9715957641601562,1.0,1.0,1.0
9502.6943359375,KINN,8,30.0,False,2600,adam,9504.38671875,0.0,1.6919746398925781,3.013636827468872,1.0,1.0,1.0
9341.599609375,KINN,8,30.0,False,2700,adam,9343.3642578125,0.0,1.7648626565933228,3.040576934814453,1.0,1.0,1.0
9163.4765625,KINN,8,30.0,False,2800,adam,9165.33203125,0.0,1.8558040857315063,3.068788528442383,1.0,1.0,1.0
8870.01171875,KINN,8,30.0,False,2900,adam,8871.9697265625,0.0,1.9575793743133545,3.1012115478515625,1.0,1.0,1.0
8450.302734375,KINN,8,30.0,False,3000,adam,8452.423828125,0.0,2.1212050914764404,3.152092218399048,1.0,1.0,1.0
8094.361328125,KINN,8,30.0,False,3100,adam,8096.6923828125,0.0,2.3310563564300537,3.21557879447937,1.0,1.0,1.0
7888.919921875,KINN,8,30.0,False,3200,adam,7891.4345703125,0.0,2.514608144760132,3.2576940059661865,1.0,1.0,1.0
7715.97021484375,KINN,8,30.0,False,3300,adam,7718.60009765625,0.0,2.6296885013580322,3.283362865447998,1.0,1.0,1.0
7597.97216796875,KINN,8,30.0,False,3400,adam,7600.640625,0.0,2.6685314178466797,3.2974853515625,1.0,1.0,1.0
7489.94677734375,KINN,8,30.0,False,3500,adam,7492.61865234375,0.0,2.671720266342163,3.297452688217163,1.0,1.0,1.0
7396.76513671875,KINN,8,30.0,False,3600,adam,7399.4658203125,0.0,2.7008838653564453,3.3087425231933594,1.0,1.0,1.0
7320.775390625,KINN,8,30.0,False,3700,adam,7323.51513671875,0.0,2.73995041847229,3.320796012878418,1.0,1.0,1.0
7247.74365234375,KINN,8,30.0,False,3800,adam,7250.5078125,0.0,2.7639620304107666,3.3327853679656982,1.0,1.0,1.0
7190.78564453125,KINN,8,30.0,False,3900,adam,7193.57080078125,0.0,2.78534197807312,3.338587522506714,1.0,1.0,1.0
7146.0068359375,KINN,8,30.0,False,4000,adam,7148.80859375,0.0,2.801882028579712,3.344242572784424,1.0,1.0,1.0
7103.4521484375,KINN,8,30.0,False,4100,adam,7106.27099609375,0.0,2.8189830780029297,3.349924087524414,1.0,1.0,1.0
7063.12890625,KINN,8,30.0,False,4200,adam,7065.962890625,0.0,2.834091901779175,3.357943058013916,1.0,1.0,1.0
7025.72021484375,KINN,8,30.0,False,4300,adam,7028.57421875,0.0,2.8540968894958496,3.3694865703582764,1.0,1.0,1.0
6992.22265625,KINN,8,30.0,False,4400,adam,6995.091796875,0.0,2.869020938873291,3.378168821334839,1.0,1.0,1.0
6961.5,KINN,8,30.0,False,4500,adam,6964.375,0.0,2.8750061988830566,3.3878910541534424,1.0,1.0,1.0
6929.7138671875,KINN,8,30.0,False,4600,adam,6932.60205078125,0.0,2.8881545066833496,3.4014482498168945,1.0,1.0,1.0
6897.14501953125,KINN,8,30.0,False,4700,adam,6900.009765625,0.0,2.8645994663238525,3.40960955619812,1.0,1.0,1.0
6863.1279296875,KINN,8,30.0,False,4800,adam,6865.9892578125,0.0,2.8613460063934326,3.4197676181793213,1.0,1.0,1.0
6823.1728515625,KINN,8,30.0,False,4900,adam,6826.0234375,0.0,2.850391387939453,3.4244678020477295,1.0,1.0,1.0
6779.955078125,KINN,8,30.0,False,5000,adam,6782.7763671875,0.0,2.82114315032959,3.4277093410491943,1.0,1.0,1.0
6742.71044921875,KINN,8,30.0,False,5100,adam,6745.5146484375,0.0,2.804196357727051,3.4310708045959473,1.0,1.0,1.0
6708.59375,KINN,8,30.0,False,5200,adam,6711.3857421875,0.0,2.792048215866089,3.430325746536255,1.0,1.0,1.0
6665.6806640625,KINN,8,30.0,False,5300,adam,6668.4560546875,0.0,2.775439977645874,3.430185079574585,1.0,1.0,1.0
24209.2265625,KINN,8,30.0,False,10000,lbfgs,24209.943359375,0.0,0.7171259522438049,1.797802209854126,1.0,1.0,1.0
10791.6923828125,KINN,8,30.0,False,10010,lbfgs,10792.8818359375,0.0,1.189226746559143,2.9045510292053223,1.0,1.0,1.0
8513.208984375,KINN,8,30.0,False,10020,lbfgs,8514.8466796875,0.0,1.6379345655441284,3.1690406799316406,1.0,1.0,1.0
7572.89208984375,KINN,8,30.0,False,10030,lbfgs,7574.62890625,0.0,1.7369405031204224,3.290872097015381,1.0,1.0,1.0
6589.3583984375,KINN,8,30.0,False,10040,lbfgs,6591.1201171875,0.0,1.761569619178772,3.503674030303955,1.0,1.0,1.0
6318.658203125,KINN,8,30.0,False,10050,lbfgs,6320.90234375,0.0,2.244277238845825,3.9869518280029297,1.0,1.0,1.0
6173.7080078125,KINN,8,30.0,False,10060,lbfgs,6176.01123046875,0.0,2.3032076358795166,4.110012531280518,1.0,1.0,1.0
6087.3369140625,KINN,8,30.0,False,10070,lbfgs,6089.53662109375,0.0,2.1998331546783447,4.045407772064209,1.0,1.0,1.0
6029.265625,KINN,8,30.0,False,10080,lbfgs,6031.2197265625,0.0,1.9540159702301025,3.863649368286133,1.0,1.0,1.0
5981.28955078125,KINN,8,30.0,False,10090,lbfgs,5983.10400390625,0.0,1.8144761323928833,3.7400875091552734,1.0,1.0,1.0
5934.72607421875,KINN,8,30.0,False,10100,lbfgs,5936.5439453125,0.0,1.817863941192627,3.7421138286590576,1.0,1.0,1.0
5789.61181640625,KINN,8,30.0,False,10110,lbfgs,5791.58544921875,0.0,1.973524570465088,3.869605779647827,1.0,1.0,1.0
5655.2177734375,KINN,8,30.0,False,10120,lbfgs,5657.1767578125,0.0,1.958813190460205,3.8813390731811523,1.0,1.0,1.0
5561.6044921875,KINN,8,30.0,False,10130,lbfgs,5563.62451171875,0.0,2.020259141921997,3.8793632984161377,1.0,1.0,1.0
5449.46875,KINN,8,30.0,False,10140,lbfgs,5451.68603515625,0.0,2.217388391494751,4.048007011413574,1.0,1.0,1.0
5386.6845703125,KINN,8,30.0,False,10150,lbfgs,5388.98779296875,0.0,2.303443431854248,4.083775043487549,1.0,1.0,1.0
5344.05029296875,KINN,8,30.0,False,10160,lbfgs,5346.3134765625,0.0,2.2630016803741455,4.135336399078369,1.0,1.0,1.0
5308.5751953125,KINN,8,30.0,False,10170,lbfgs,5310.8681640625,0.0,2.293194532394409,4.178224086761475,1.0,1.0,1.0
5241.24462890625,KINN,8,30.0,False,10180,lbfgs,5243.71044921875,0.0,2.465602159500122,4.256832122802734,1.0,1.0,1.0
5145.4541015625,KINN,8,30.0,False,10190,lbfgs,5148.001953125,0.0,2.547761917114258,4.4032979011535645,1.0,1.0,1.0
400970.53125,KINN,8,10.0,True,100,adam,400970.71875,0.0,0.018525322899222374,1.0306098461151123,1.0,1.0,10.899999999999999
395592.4375,KINN,8,10.0,True,200,adam,395593.875,0.0,0.07294847816228867,1.09476900100708,1.0,1.0,19.809999999999995
344478.78125,KINN,8,10.0,True,300,adam,344483.75,0.0,0.178572878241539,1.2529487609863281,1.0,1.0,27.828999999999994
271041.96875,KINN,8,10.0,True,400,adam,271052.21875,0.0,0.29224586486816406,1.245297908782959,1.0,1.0,35.046099999999996
197882.828125,KINN,8,10.0,True,500,adam,197892.78125,0.0,0.23967817425727844,1.0763883590698242,1.0,1.0,41.541489999999996
153156.5,KINN,8,10.0,True,600,adam,153170.921875,0.0,0.304443359375,0.97043377161026,1.0,1.0,47.387341
128236.4375,KINN,8,10.0,True,700,adam,128255.96875,0.0,0.370903342962265,0.9508493542671204,1.0,1.0,52.6486069
115700.0390625,KINN,8,10.0,True,800,adam,115731.0703125,0.0,0.5407052636146545,0.9935355186462402,1.0,1.0,57.38374621
109181.578125,KINN,8,10.0,True,900,adam,109224.8359375,0.0,0.7016796469688416,0.9711664319038391,1.0,1.0,61.645371589
101164.828125,KINN,8,10.0,True,1000,adam,101200.09375,0.0,0.5385313630104065,0.9452040791511536,1.0,1.0,65.4808344301
92362.7578125,KINN,8,10.0,True,1100,adam,92396.921875,0.0,0.4955796003341675,0.9614573121070862,1.0,1.0,68.93275098709
79291.6015625,KINN,8,10.0,True,1200,adam,79328.1640625,0.0,0.5075553059577942,1.0646421909332275,1.0,1.0,72.039475888381
70688.6328125,KINN,8,10.0,True,1300,adam,70761.5078125,0.0,0.9737796187400818,1.1456680297851562,1.0,1.0,74.8355282995429
65839.078125,KINN,8,10.0,True,1400,adam,65925.046875,0.0,1.111368179321289,1.178144931793213,1.0,1.0,77.35197546958861
62889.34765625,KINN,8,10.0,True,1500,adam,62964.44921875,0.0,0.9432930946350098,1.1070833206176758,1.0,1.0,79.61677792262975
60966.61328125,KINN,8,10.0,True,1600,adam,61032.96875,0.0,0.8126128911972046,1.048487901687622,1.0,1.0,81.65510013036678
59434.17578125,KINN,8,10.0,True,1700,adam,59489.88671875,0.0,0.6672854423522949,0.9791684150695801,1.0,1.0,83.4895901173301
57068.80859375,KINN,8,10.0,True,1800,adam,57126.6640625,0.0,0.6795440316200256,0.9545782804489136,1.0,1.0,85.1406311055971
53102.9609375,KINN,8,10.0,True,1900,adam,53166.05078125,0.0,0.7282853126525879,0.9090662002563477,1.0,1.0,86.62656799503739
48511.62890625,KINN,8,10.0,True,2000,adam,48567.26953125,0.0,0.6325308680534363,0.7865501046180725,1.0,1.0,87.96391119553365
43520.265625,KINN,8,10.0,True,2100,adam,43570.16015625,0.0,0.5595682859420776,0.7994582653045654,1.0,1.0,89.16752007598029
39143.828125,KINN,8,10.0,True,2200,adam,39190.296875,0.0,0.5148747563362122,0.7001124620437622,1.0,1.0,90.25076806838227
36181.7421875,KINN,8,10.0,True,2300,adam,36228.83984375,0.0,0.5162554979324341,0.6835485100746155,1.0,1.0,91.22569126154404
34183.875,KINN,8,10.0,True,2400,adam,34231.0703125,0.0,0.5124328136444092,0.7350333333015442,1.0,1.0,92.10312213538964
32286.974609375,KINN,8,10.0,True,2500,adam,32332.39453125,0.0,0.48895224928855896,0.757538914680481,1.0,1.0,92.89280992185068
30656.947265625,KINN,8,10.0,True,2600,adam,30698.41015625,0.0,0.44296252727508545,0.7743303775787354,1.0,1.0,93.60352892966561
29366.263671875,KINN,8,10.0,True,2700,adam,29403.076171875,0.0,0.3906134366989136,0.8013246059417725,1.0,1.0,94.24317603669905
28196.10546875,KINN,8,10.0,True,2800,adam,28226.69921875,0.0,0.322658896446228,0.8106647729873657,1.0,1.0,94.81885843302915
27094.130859375,KINN,8,10.0,True,2900,adam,27124.263671875,0.0,0.31606942415237427,0.8721874952316284,1.0,1.0,95.33697258972623
26293.927734375,KINN,8,10.0,True,3000,adam,26324.478515625,0.0,0.31889602541923523,0.9190210103988647,1.0,1.0,95.8032753307536
25700.984375,KINN,8,10.0,True,3100,adam,25732.322265625,0.0,0.3256787955760956,0.9579135775566101,1.0,1.0,96.22294779767824
25238.208984375,KINN,8,10.0,True,3200,adam,25270.76171875,0.0,0.3369862735271454,1.0033625364303589,1.0,1.0,96.60065301791042
24845.162109375,KINN,8,10.0,True,3300,adam,24879.693359375,0.0,0.356201708316803,1.066972255706787,1.0,1.0,96.94058771611938
24497.623046875,KINN,8,10.0,True,3400,adam,24534.46875,0.0,0.3788873553276062,1.1300581693649292,1.0,1.0,97.24652894450745
24181.34375,KINN,8,10.0,True,3500,adam,24219.98828125,0.0,0.3962659239768982,1.1838738918304443,1.0,1.0,97.5218760500567
23890.470703125,KINN,8,10.0,True,3600,adam,23931.775390625,0.0,0.42247337102890015,1.2476565837860107,1.0,1.0,97.76968844505103
23621.80859375,KINN,8,10.0,True,3700,adam,23666.515625,0.0,0.45622262358665466,1.3238966464996338,1.0,1.0,97.99271960054593
23364.9765625,KINN,8,10.0,True,3800,adam,23413.21875,0.0,0.49129122495651245,1.3946171998977661,1.0,1.0,98.19344764049133
23119.287109375,KINN,8,10.0,True,3900,adam,23171.775390625,0.0,0.5335524678230286,1.4706518650054932,1.0,1.0,98.3741028764422
22883.5859375,KINN,8,10.0,True,4000,adam,22939.287109375,0.0,0.5652817487716675,1.530991792678833,1.0,1.0,98.53669258879798
22650.77734375,KINN,8,10.0,True,4100,adam,22710.0078125,0.0,0.6002005934715271,1.593931794166565,1.0,1.0,98.68302332991819
22429.091796875,KINN,8,10.0,True,4200,adam,22492.017578125,0.0,0.6368057131767273,1.6528868675231934,1.0,1.0,98.81472099692637
22222.294921875,KINN,8,10.0,True,4300,adam,22288.40234375,0.0,0.6682097315788269,1.701412320137024,1.0,1.0,98.93324889723374
22025.462890625,KINN,8,10.0,True,4400,adam,22095.427734375,0.0,0.7064259648323059,1.7520403861999512,1.0,1.0,99.03992400751036
21843.337890625,KINN,8,10.0,True,4500,adam,21914.140625,0.0,0.7141934037208557,1.762789249420166,1.0,1.0,99.13593160675933
21681.400390625,KINN,8,10.0,True,4600,adam,21752.45703125,0.0,0.7161390781402588,1.7635492086410522,1.0,1.0,99.2223384460834
21537.361328125,KINN,8,10.0,True,4700,adam,21607.927734375,0.0,0.7106432914733887,1.7540550231933594,1.0,1.0,99.30010460147506
21401.859375,KINN,8,10.0,True,4800,adam,21472.931640625,0.0,0.7152366638183594,1.752528429031372,1.0,1.0,99.37009414132756
21274.154296875,KINN,8,10.0,True,4900,adam,21345.5,0.0,0.7175251841545105,1.7480586767196655,1.0,1.0,99.4330847271948
21154.9921875,KINN,8,10.0,True,5000,adam,21226.046875,0.0,0.7141885161399841,1.73789381980896,1.0,1.0,99.48977625447532
21045.9765625,KINN,8,10.0,True,5100,adam,21116.08984375,0.0,0.7043653726577759,1.7243794202804565,1.0,1.0,99.54079862902779
20946.013671875,KINN,8,10.0,True,5200,adam,21015.16015625,0.0,0.6943398714065552,1.7091618776321411,1.0,1.0,99.58671876612502
20852.3984375,KINN,8,10.0,True,5300,adam,20921.564453125,0.0,0.6942394375801086,1.7056713104248047,1.0,1.0,99.62804688951252
20757.8515625,KINN,8,10.0,True,5400,adam,20826.361328125,0.0,0.687406599521637,1.6901878118515015,1.0,1.0,99.66524220056127
20660.861328125,KINN,8,10.0,True,5500,adam,20728.0703125,0.0,0.674116849899292,1.665213942527771,1.0,1.0,99.69871798050514
20575.03125,KINN,8,10.0,True,5600,adam,20640.849609375,0.0,0.6599642634391785,1.6434155702590942,1.0,1.0,99.72884618245463
20498.11328125,KINN,8,10.0,True,5700,adam,20562.71875,0.0,0.6476427316665649,1.6274383068084717,1.0,1.0,99.75596156420917
20429.32421875,KINN,8,10.0,True,5800,adam,20492.986328125,0.0,0.638023316860199,1.612825632095337,1.0,1.0,99.78036540778825
20365.25390625,KINN,8,10.0,True,5900,adam,20428.03125,0.0,0.6290262937545776,1.5992798805236816,1.0,1.0,99.80232886700944
20306.02734375,KINN,8,10.0,True,6000,adam,20368.46875,0.0,0.6255288124084473,1.5928090810775757,1.0,1.0,99.82209598030849
20249.212890625,KINN,8,10.0,True,6100,adam,20310.4765625,0.0,0.6136263012886047,1.5743887424468994,1.0,1.0,99.83988638227764
